cuadro_origen,pagina_pdf,firma,familia,ambito,titulo_pagina,entidad,num_juzgados_pagina,unidad_fila,grupo_proceso,tipo_proceso_extraido,tipo_proceso,tipo_fila_derivado,orden_fila,n_columnas,readecuadas_ley_439,recibidas_excusa_recusacion,preliminares_formalizados,cautelares_formalizados,nuevas_ingresadas,atendidas,resueltas,pendientes_fin,pendientes_inicio,conciliacion,num_juzgados,recibidas_otros_juzgados,concluidas_rechazo_denuncia,reparacion_dano_conciliacion,remision_art_299_ley_548,merecieron_imputacion_formal,remitidas_finalizacion_competencia,procesos_rebeldia,reparacion_dano,sobreseimiento,terminacion_anticipada,merecieron_acusacion,concluidas_extincion_prescripcion,concluidas_sentencia_juicio,remitidas_otros_juzgados,concluidas_otras_formas,imputacion_directa_procedimiento_inmediato,otras_formas_finalizacion,recibidas_declinatoria_inhibitoria,ingresadas_conversion_acciones,otras_formas_conclusion,resueltas_sentencia,ingresadas_reenvio,otras_formas_ingreso,remitidas_excusa_recusacion,remitidas_otras_formas,materia_seccion,tipo_accion_penal,materia_norm,materia_homologada,materia_cruda,ciudad,distrito,departamento_derivado,es_total_nacional,grupo_proceso_norm,etapa_proceso_fuente,contexto_accion_penal,gestion,revisado_manual,territorio,tipo_elemento_analitico,recurso_juzgados_publicados,recurso_tribunales_publicados,recurso_salas_publicadas,recurso_conciliadores_publicados,recurso_otros_organos_publicados,recursos_clasificacion_completa,personal_cuadro_origen,personal_pagina_pdf,personal_distrito,personal_gestion,personal_items_mujer,personal_items_varon,personal_items_acefalias,personal_items_total,personal_remun_mujer,personal_remun_varon,personal_remun_acefalias,personal_remun_total,personal_nivel_geografico,personal_metodo_seleccion
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,EJECUCIÓN COACTIVA DE SUMAS DE DINERO DE,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,detalle,12,8,19,1,2,0,35,57,46,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,CONCURSALES S,CONCURSALES,detalle,13,8,1,0,0,0,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,"APERTURA, COMPROBACIÓN Y PUBLICACIÓN DE TESTAMENTO","APERTURA, COMPROBACIÓN Y PUBLICACIÓN DE TESTAMENTO",detalle,14,8,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,detalle,15,8,16,0,0,0,49,65,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,RENUNCIA DE HERENCIA,RENUNCIA DE HERENCIA,detalle,16,8,0,0,0,0,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,SUCESIÓN DE ESTADO,SUCESIÓN DE ESTADO,detalle,17,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,detalle,18,8,0,0,0,0,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,MENSURA Y DESLINDE,MENSURA Y DESLINDE,detalle,19,8,1,0,0,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,OFERTA DE PAGO Y CONSIGNACIÓN,OFERTA DE PAGO Y CONSIGNACIÓN,detalle,20,8,1,0,0,0,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,"TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE",TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,detalle,21,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,"PARTIDAS EN EL REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS","INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE PARTIDAS EN EL REGISTRO DE DERECHOS REALES, ASI COMO EN OTROS REGISTROS PÚBLICOS",detalle,22,8,164,2,1,0,841,1008,865,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,OTROS VOLUNTARIOS,OTROS VOLUNTARIOS,detalle,23,8,233,2,8,0,436,679,539,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,ACCIONES CONSTITUCIONALES,ACCIONES CONSTITUCIONALES,detalle,24,8,4,1,0,0,44,49,42,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,403,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,POTOSI,32,tipo_proceso,,OTROS PROCESOS,OTROS PROCESOS,detalle,25,8,68,0,0,0,145,213,147,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,POTOSI,Potosí,False,,no_aplica,no_aplica,2023,False,POTOSI,proceso,66,5,,8,,True,14.1.3,746,POTOSI,2023,340,212,42,594,1867677,1784310,222712,3874699,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,ORDINARIO,ORDINARIO,detalle,1,8,531,0,2,0,649,1182,632,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,REGULARIZACIÓN DE DERECHO PROPIETARIO SOBRE BIENES INMUEBLES URBANOS DESTINADOS A LA VIVIENDA,detalle,2,8,13,0,0,0,2,15,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,INTERDICTOS,INTERDICTOS,detalle,3,8,40,0,0,0,22,62,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,DESALOJO DE VIVIENDA,DESALOJO DE VIVIENDA,detalle,4,8,4,0,0,0,10,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,EJECUTIVO,EJECUTIVO,detalle,5,8,284,1,80,0,770,1135,890,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,ENTREGA DEL BIEN O CUMPLIMIENTO DE DAR,ENTREGA DEL BIEN O CUMPLIMIENTO DE DAR,detalle,6,8,5,0,1,1,7,14,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,ENTREGA DE LA HERENCIA,ENTREGA DE LA HERENCIA,detalle,7,8,3,0,0,0,19,22,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,RESOLUCIÓN DE CONTRATO POR INCUMPLIMIENTO DE PAGO,RESOLUCIÓN DE CONTRATO POR INCUMPLIMIENTO DE PAGO,detalle,8,8,8,0,0,0,5,13,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,CESE DE LA COPROPIEDAD,CESE DE LA COPROPIEDAD,detalle,9,8,2,0,0,0,10,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,DESALOJO EN REGIMEN DE LIBRE CONTRATACIÓN,DESALOJO EN REGIMEN DE LIBRE CONTRATACIÓN,detalle,10,8,2,0,0,0,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,OTROS MONITORIOS,OTROS MONITORIOS,detalle,11,8,18,2,3,0,88,111,91,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,EJECUCIÓN COACTIVA DE SUMAS DE DINERO DE,EJECUCIÓN COACTIVA DE SUMAS DE DINERO,detalle,12,8,40,1,0,6,51,98,51,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,CONCURSALES S,CONCURSALES,detalle,13,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,"APERTURA, COMPROBACIÓN Y PUBLICACIÓN DE TESTAMENTO","APERTURA, COMPROBACIÓN Y PUBLICACIÓN DE TESTAMENTO",detalle,14,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,ACEPTACIÓN DE HERENCIA CON BENEFICIO DE INVENTARIO,detalle,15,8,15,0,0,0,35,50,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,RENUNCIA DE HERENCIA,RENUNCIA DE HERENCIA,detalle,16,8,7,0,0,0,0,7,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,SUCESIÓN DE ESTADO,SUCESIÓN DE ESTADO,detalle,17,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,DESAPARICIÓN Y PRESUNCIÓN DE MUERTE,detalle,18,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,MENSURA Y DESLINDE,MENSURA Y DESLINDE,detalle,19,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,OFERTA DE PAGO Y CONSIGNACIÓN,OFERTA DE PAGO Y CONSIGNACIÓN,detalle,20,8,25,0,0,0,2,27,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
6.1.1.1,404,fdd840fa4b,causas,provincia,Juzgados Públicos en Materia Civil y Comercial de Provincias,TARIJA,13,tipo_proceso,,"TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO INSCRIPCIÓN, MODIFICACIÓN, CANCELACIÓN O FUSIÓN DE",TRADUCCIÓN DE DOCUMENTO EN IDIOMA EXTRANJERO,detalle,21,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PÚBLICO CIVIL Y COMERCIAL,,PÚBLICO CIVIL Y COMERCIAL,Público Civil y Comercial,Juzgados Públicos en Materia Civil y Comercial de Provincias,,TARIJA,Tarija,False,,no_aplica,no_aplica,2023,False,TARIJA,proceso,37,4,,4,1,False,14.1.3,746,TARIJA,2023,338,169,15,522,1959583,1366970,81239,3407792,distrito_judicial,fila_distrital_publicada_14.1.3
