firma,cuadros,paginas,n_paginas,pagina_referencia,n_columnas,columna,encabezado_pdf,titulo_pagina
fd777a4cd7,5.3.3.5,386-387,2,386,9,6,"RECURSOS DE APELACIÓN DEVUELTOS AL TRIBUNAL, / SEGÚN LA FORMA EN QUE FUERON RESUELTOS / REVOCADAS / PARCIALMENTE","Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,7,ANULADOS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,8,TOTAL / DEVUELTAS,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
fd777a4cd7,5.3.3.5,386-387,2,386,9,9,PENDIENTES,"Tribunales de Sentencia Penal, Anticorrupción y Contra la Violencia hacia las Mujeres de Ciudades Capitales y El Alto"
e7339eedde,5.3.4.1,389-391,3,389,5,1,Ciudades y Tipo de Medida Cautelar Personal / MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES AL INICIO DE LA / PRESENTE GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
e7339eedde,5.3.4.1,389-391,3,389,5,2,MEDIDAS CAUTELARES INGRESADAS A / CONTROL DEL JUZGADO,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
e7339eedde,5.3.4.1,389-391,3,389,5,3,MOVIMIENTO REGISTRADO / TOTAL DE MEDIDAS CAUTELARES / PERSONALES BAJO CONTROL DEL / JUZGADO,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
e7339eedde,5.3.4.1,389-391,3,389,5,4,MEDIDAS CUATELARES PERSONALES / BAJO CONTROL DEL JUZGADO / CONCLUIDAS O TERMINADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
e7339eedde,5.3.4.1,389-391,3,389,5,5,MEDIDAS CAUTELARES PERSONALES / BAJO CONTROL DEL JUZGADO / PENDIENTES PARA LA PROXIMA / GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
2e0e1589c9,5.3.4.2,392-393,2,392,5,1,PROCESOS DE EJECUCIÓN DE SENTENCIA EN CONOCIMIENTO DEL JUZGADO / Ciudades y Tipo de Sanción Condenatoria / Movimiento Registrado / PROCESOS PENALES EN EJECUCIÓN DE / SENTENCIA PENDIENTES AL INICIAR LA / GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
2e0e1589c9,5.3.4.2,392-393,2,392,5,2,PROCESOS DE EJECUCIÓN DE SENTENCIA EN CONOCIMIENTO DEL JUZGADO / PROCESOS PENALES EN EJECUCIÓN DE / SENTENCIA INGRESADOS AL JUZGADO EN / LA PRESENTE GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
2e0e1589c9,5.3.4.2,392-393,2,392,5,3,MOVIMIENTO REGISTRADO / TOTAL PROCESOS EN EJECUCIÓN DE / SENTENCIA ATENDIDAS EN EL JUZGADO EN / LA PRESENTE GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
2e0e1589c9,5.3.4.2,392-393,2,392,5,4,PROCESOS EN EJECUCIÓN DE SENTENCIA / CONCLUIDOS EN LA PRESENTE GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
2e0e1589c9,5.3.4.2,392-393,2,392,5,5,PROCESOS EN EJECUCIÓN DE SENTENCIA / PENDIENTES PARA LA PRÓXIMA GESTIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,1,CONTROL DE CUMPLIMIENTO DE CONDICIONES / Ciudades / Tipo de Suspensión / NÚMERO DE / JUZGADOS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,2,CONTROL DE CUMPLIMIENTO DE CONDICIONES / Tipo de Suspensión / SUSPENSIÓN CONDICIONAL DE PROCESO / CON EXTINCIÓN DE LA / ACCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,3,SUSPENSIÓN CONDICIONAL DE PROCESO / REVOCADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,4,SUSPENSIÓN CONDICIONAL DE LA PENA / CON EXTINCIÓN DE / LA PENA,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,5,SUSPENSIÓN CONDICIONAL DE LA PENA / REVOCADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,6,LIBERTAD CONDICIONAL / CON EXTINCIÓN DE / LA PENA,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,7,LIBERTAD CONDICIONAL / REVOCADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,8,DETERMINACIÓN / DEL JUEZ DE / EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,9,REVOCADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,10,DETENCIÓN DOMICILIARIA / DETERMINACIÓN / DEL JUEZ DE / EJECUCIÓN PENAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
10f983a243,5.3.4.3,394-394,1,394,11,11,DETENCIÓN DOMICILIARIA / REVOCADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,1,TRAMITES EN EJECUCIÓN DE SENTENCIA / Ciudades / Tipo de trámite / NÚMERO DE / JUZGADOS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,2,TRAMITES EN EJECUCIÓN DE SENTENCIA / Tipo de trámite / TOTAL / TRÁMITES,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,3,LIBERTAD / CONDICIONAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,4,EXTRAMUROS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,5,REDENCIÓN,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,6,APELACIÓN A / RESOLUCIONES / ADMINISTRATIVAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,7,PERMISOS DE / SALIDAS (Art. 109),Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,8,SALIDAS / PROLONGADAS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,9,TRASLADOS DE / INTERNOS A OTROS / RECINTOS / PENITENCIARIOS,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,10,DETENCIÓN / DOMICILIARIA,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
1555f33512,5.3.4.4,395-395,1,395,11,11,TOTAL,Juzgados de Ejecución Penal de Ciudades Capitales y El Alto
fdd840fa4b,6.1.1.1,399-408,10,399,8,1,CAUSAS / READECUADAS A LA / LEY N° 439,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,2,RECIBIDAS POR / EXCUSA O / RECUSACION,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,3,FORMA DE INGRESO / PROCESOS / PRELIMINARES / FORMALIZADAS EN / DEMANDA,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,4,PROCESOS / CAUTELARES / FORMALIZADAS EN / DEMANDA,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,5,NUEVAS / INGRESADAS EN LA / GESTIÓN,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,6,TOTAL DE CAUSAS / ATENDIDAS EN LA / GESTIÓN,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,7,CAUSAS RESUELTAS / EN LA GESTIÓN,Juzgados Públicos en Materia Civil y Comercial de Provincias
fdd840fa4b,6.1.1.1,399-408,10,399,8,8,PENDIENTES PARA / LA PRÓXIMA / GESTIÓN,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,1,FORMAS DE / RESOLUCIÓN / DE CAUSAS / CON / SENTENCIA,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,2,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / DESISTIMIE / NTO,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,3,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / RETIRO DE / LA / DEMANDA,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,4,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / EXTINCIÓN / POR / INACTIVIDA / D,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,5,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / ACUERDO / TRANSACC / IONAL,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,6,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / CONCILIACI / ÓN / INTRAPRO / CESAL,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,7,FORMAS DE RESOLUCIÓN DE CAUSAS CON AUTO DEFINITIVO / POR NO / PRESENTA / DO,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,8,EXCUSA,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,10,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECHAZAD / AS/IMPROP / ONIBLES,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,11,FORMAS DE FINALIZACIÓN DE COMPETENCIA / ACUMULAC / IÓN,Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,12,OTROS / (ACC / CONST. / ETC),Juzgados Públicos en Materia Civil y Comercial de Provincias
b713830ea1,6.1.1.2,409-418,10,409,13,13,TOTALES,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,1,RECURSOS DE / APELACIÓN EN EFECTO / SUSPENSIVO NUEVOS / INTERPUESTOS AL / JUZGADO,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,2,INADMISIBLE,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,3,CONFIRMATORIO,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,4,"RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / REVOCADAS / TOTALMENTE",Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,5,"RECURSOS DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / REVOCADAS / PARCIALMENTE",Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,6,ANULATORIO,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,7,REPOSITORIO,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,8,TOTAL DEVUELTAS,Juzgados Públicos en Materia Civil y Comercial de Provincias
46cae91285,6.1.1.3,419-428,10,419,9,9,PENDIENTES,Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,1,RECURSOS DE / APELACIÓN EN EFECTO / DEVOLUTIVO NUEVOS / INTERPUESTOS AL / JUZGADO,Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,2,"RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / INADMISIBLE",Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,3,"RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / CONFIRMATORIO",Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,4,"RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / REVOCADAS / TOTALMENTE",Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,5,"RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / REVOCADAS / PARCIALMENTE",Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,6,"RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / ANULATORIO",Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,7,"RECURSOS DE APELACIÓN EN EFECTO DEVOLUTIVO DEVUELTOS AL JUZGADO, SEGÚN LA FORMA DE RESOLUCIÓN / REPOSITORIO",Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,8,TOTAL DEVUELTAS,Juzgados Públicos en Materia Civil y Comercial de Provincias
33006401ca,6.1.1.4,429-438,10,429,9,9,PENDIENTES,Juzgados Públicos en Materia Civil y Comercial de Provincias
cd609accca,6.1.1.5,439-448,10,439,5,1,CAUSAS EN EJECUCION / DE SENTENCIA / READECUADAS A LA / LEY N° 439,Juzgados Públicos en Materia Civil y Comercial de Provincias
cd609accca,6.1.1.5,439-448,10,439,5,2,CAUSAS INGRESADAS / A EJECUCION DE / SENTENCIA 2016,Juzgados Públicos en Materia Civil y Comercial de Provincias
cd609accca,6.1.1.5,439-448,10,439,5,3,MOVIMIENTO REGISTRADO / TOTAL CAUSAS EN / EJECUCION DE / SENTENCIA,Juzgados Públicos en Materia Civil y Comercial de Provincias
cd609accca,6.1.1.5,439-448,10,439,5,4,CUASAS EN EJECUCIÓN / DE SENTENCIA / CONCLUIDAS,Juzgados Públicos en Materia Civil y Comercial de Provincias
cd609accca,6.1.1.5,439-448,10,439,5,5,PENDIENTES PARA LA / PROXIMA GESTIÓN,Juzgados Públicos en Materia Civil y Comercial de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,1,FORMAS DE / RESOLUCIÓN DE / CAUSAS POR / SENTENCIA,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,2,CONCILIACIÓN,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,3,DESISTIMIENTO,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,4,DE LA / RETIRO DEMANDA,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,5,EXTINCIÓN POR INACTIVIDAD,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,6,RECHAZADAS,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,7,COMO PRESENTADAS / NO,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,8,FORMAS DE FINALIZACIÓN DE COMPETENCIA / EXCUSA,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,9,FORMAS DE FINALIZACIÓN DE COMPETENCIA / RECUSA,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,10,FORMAS DE FINALIZACIÓN DE COMPETENCIA / DECLINATORIA,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,11,FORMAS DE FINALIZACIÓN DE COMPETENCIA / OTROS,Juzgados Públicos en Materia de Familia de Provincias
45c47fcb70,6.1.2.2,459-468,10,459,12,12,TOTAL / CAUSAS / RESUELTA / S,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,1,RECURSOS DE / APELACIÓN EN EFECTO / SUSPENSIVO / GENERADOS EN / JUZGADO,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,2,RECURSOS DE / APELACIÓN EN EFECTO / SUSPENSIVO / REMITIDOS A SALA,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,3,CONFIRMADAS TOTALMENTE,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,4,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A JUZGADO / CONFIRMADAS PARCIALMENTE,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,5,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A JUZGADO / REVOCADAS TOTALMENTE,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,6,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A JUZGADO / REVOCADAS PARCIALMENTE,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,7,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS DE SALAS A JUZGADO / ANULATORIO,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,8,REPOSITORIO,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,9,TOTAL DE CAUSAS / APELADAS DEVUELTAS / EN LA GESTIÓN,Juzgados Públicos en Materia de Familia de Provincias
c0aab777c0,6.1.2.3,469-478,10,469,10,10,PENDIENTES,Juzgados Públicos en Materia de Familia de Provincias
78eee7bfd5,6.1.2.6,499-501,3,499,5,1,INCIDENTES / PENDIENTES AL / INICIAR LA GESTIÓN,Juzgados Públicos en Materia de Familia de Provincias
78eee7bfd5,6.1.2.6,499-501,3,499,5,2,INCIDENTES NUEVOS / DEMANDADOS,Juzgados Públicos en Materia de Familia de Provincias
78eee7bfd5,6.1.2.6,499-501,3,499,5,3,MOVIMIENTO REGISTRADO / TOTAL DE INCIDENTES,Juzgados Públicos en Materia de Familia de Provincias
78eee7bfd5,6.1.2.6,499-501,3,499,5,4,INCIDENTES / RESUELTOS,Juzgados Públicos en Materia de Familia de Provincias
78eee7bfd5,6.1.2.6,499-501,3,499,5,5,INCIDENTES / PENDIENTES PARA LA / PROXIMA GESTIÓN,Juzgados Públicos en Materia de Familia de Provincias
6af3d06389,6.1.2.7,502-504,3,502,2,1,AUDIENCIAS DE CONCILIACIÓN,Juzgados Públicos en Materia de Familia de Provincias
6af3d06389,6.1.2.7,502-504,3,502,2,2,CONCILIACIONES QUE DIERON FIN A LA DEMANDA,Juzgados Públicos en Materia de Familia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,1,NÚMERO DE / JUZGADOS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,2,TOTAL DE PERMISOS / DE VIAJES AL / EXTERIOR / SOLICITADOS EN EL / JUZGADO,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,3,ESTUDIOS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,4,SEGÚN LOS MOTIVOS DEL VIAJE / VACACIONES,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,5,PERMISOS AUTORIZADOS / SEGÚN LOS MOTIVOS DEL VIAJE / DEPORTE,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,6,PERMISOS AUTORIZADOS / SEGÚN LOS MOTIVOS DEL VIAJE / RESIDENCIA,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,7,PERMISOS AUTORIZADOS / SEGÚN LOS MOTIVOS DEL VIAJE / SALUD,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,8,SEGÚN LOS MOTIVOS DEL VIAJE / VISITA FAMILIAR,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,9,OTROS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,10,SEGÚN PERSONAS CON LAS QUE EL MENOR / SOLO,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,11,PERMISOS AUTORIZADOS / SEGÚN PERSONAS CON LAS QUE EL MENOR / REALIZO EL VIAJE / CON PADRE / EL,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,12,PERMISOS AUTORIZADOS / SEGÚN PERSONAS CON LAS QUE EL MENOR / REALIZO EL VIAJE / CON MADRE / LA,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,13,PERMISOS AUTORIZADOS / SEGÚN PERSONAS CON LAS QUE EL MENOR / REALIZO EL VIAJE / CON MADRE SOLTERA / LA,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,14,SEGÚN PERSONAS CON LAS QUE EL MENOR / OTROS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
d705fdf8e5,6.1.3.1,505-505,1,505,15,15,TOTAL VIAJES / AUTORIZADOS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
8602fc2cde,6.1.3.2,506-515,10,506,6,1,PENDIENTES AL / INICIAR LA GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
8602fc2cde,6.1.3.2,506-515,10,506,6,2,FORMA DE INGRESO / RECIBIDAS POR / EXCUSA O / RECUSACIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
8602fc2cde,6.1.3.2,506-515,10,506,6,3,NUEVAS / INGRESADAS EN LA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
8602fc2cde,6.1.3.2,506-515,10,506,6,4,TOTAL DE CAUSAS / ATENDIDAS EN LA CAUSAS RESUELTAS PENDIENTES PARA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
8602fc2cde,6.1.3.2,506-515,10,506,6,5,ATENDIDAS EN LA CAUSAS RESUELTAS PENDIENTES PARA / EN LA GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
8602fc2cde,6.1.3.2,506-515,10,506,6,6,CAUSAS QUE / QUEDARON / ATENDIDAS EN LA CAUSAS RESUELTAS PENDIENTES PARA / LA PROXIMA / GESTIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,1,SENTENCIA,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,2,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / EXCUSA RECUSACIÓN / O,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,3,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / CONCILIACIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,4,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / DESISTIMIENTO,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,5,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / DE LA / RETIRO DEMANDA,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,6,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / PERENCIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,7,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / ACUMULACIÓN,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,8,FORMAS DE RESOLUCIÓN O FINALIZACIÓN DE COMPETENCIA / RECHAZADAS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,9,ACUERDO TRANSACCIONAL,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,10,OTROS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
691fe18520,6.1.3.3,516-525,10,516,11,11,TOTAL / RESUELTAS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
0bce12b5b6,6.1.3.4,526-535,10,526,9,1,RECURSOS DE / APELACIÓN EN / EFECTO / SUSPENSIVO / NUEVOS / INTERPUESTOS,Juzgados Públicos de la Niñez y Adolescencia de Provincias
0bce12b5b6,6.1.3.4,526-535,10,526,9,2,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA / CONFIRMADAS TOTALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Provincias
0bce12b5b6,6.1.3.4,526-535,10,526,9,3,RECURSOS DE APELACIÓN EN EFECTO SUSPENSIVO DEVUELTOS / SEGÚN LA FORMA EN QUE FUERON RESUELTOS POR LA INSTANCIA / CONFIRMADAS PARCIALMENTE,Juzgados Públicos de la Niñez y Adolescencia de Provincias
